time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total,
20161003T100001,36.8,100,100,37.58,100,100,0
20161003T124658,36.81,200,200,37.58,100,100,0
20161003T124723,36.81,200,200,37.57,200,200,0
20161003T131106,36.8,100,100,37.57,200,200,0
20161003T131128,36.81,200,200,37.57,200,200,0
20161003T133057,36.82,200,200,37.57,200,200,0
20161003T133122,36.83,200,200,37.57,200,200,0
20161003T133406,36.84,200,200,37.57,200,200,0
20161003T133421,36.85,200,200,37.57,200,200,0
20161003T133709,36.84,200,200,37.57,200,200,0
20161003T134316,36.85,200,200,37.57,200,200,0
20161003T134829,36.84,200,200,37.57,200,200,0
20161003T135930,36.84,200,200,37.39,100,100,0
20161003T135954,36.84,200,200,37.38,200,200,0
20161003T140001,36.84,200,200,37.25,1000,1000,0
20161003T140139,36.84,200,200,37.24,200,200,0
20161003T142843,36.84,200,200,37.25,1000,1000,0
20161003T143237,36.84,200,200,37.24,200,200,0
20161003T151135,36.9,100,100,37.24,200,200,0
20161003T152014,36.9,100,100,37.24,300,300,0
20161003T152048,36.9,100,100,37.24,200,200,0
20161003T152053,36.9,100,100,37.24,300,300,0
20161003T152609,36.9,100,100,37.24,200,200,0
20161003T152613,36.9,100,100,37.19,300,300,0
20161003T152622,36.9,100,100,37.13,300,300,0
20161003T152640,36.9,100,100,37.24,300,300,0
20161003T152720,36.9,100,100,37.23,200,200,0
20161003T152741,36.9,100,100,37.19,300,300,0
20161003T152751,36.9,100,100,37.18,200,200,0
20161003T152801,36.9,100,100,37.17,100,100,0
20161003T152926,36.9,100,100,37.16,200,200,0
20161003T152936,36.9,100,100,37.15,100,100,0
20161003T152943,36.9,100,100,37.15,200,200,0
20161003T152945,36.9,300,300,37.14,400,400,0
20161003T152946,36.9,300,300,37.13,300,300,0
20161003T152951,36.9,300,300,37.12,400,400,0
20161003T152956,36.9,300,300,37.11,300,300,0
20161003T153001,36.9,200,200,36.95,100,100,0
20161003T153001,36.9,300,300,36.95,100,100,0
20161003T153004,36.9,200,200,36.97,200,200,0
20161003T153006,36.9,300,300,36.97,200,200,0
20161003T153008,36.9,200,200,36.97,200,200,0
20161003T153012,36.92,200,200,36.98,200,200,0
20161003T153015,36.97,300,300,37.02,200,200,0
20161003T153016,36.97,300,300,37.02,100,100,0
20161003T153019,36.98,200,200,37.05,1700,1700,0
20161003T153020,36.98,500,500,37.05,1700,1700,0
20161003T153024,37.03,100,100,37.05,1500,1500,0
20161003T153025,37.05,300,300,37.11,1000,1000,0
20161003T153026,37.05,300,300,37.1,100,100,0
20161003T153027,37.05,200,200,37.11,100,100,0
20161003T153028,37.07,100,100,37.11,200,200,0
20161003T153030,37.07,200,200,37.11,200,200,0
20161003T153032,37.08,200,200,37.11,100,100,0
20161003T153033,37.09,200,200,37.14,100,100,0
20161003T153034,37.1,300,300,37.14,100,100,0
20161003T153038,37.1,200,200,37.14,100,100,0
20161003T153044,37.1,300,300,37.14,100,100,0
20161003T153045,37.1,400,400,37.14,100,100,0
20161003T153048,37.11,300,300,37.16,200,200,0
20161003T153049,37.12,200,200,37.16,100,100,0
20161003T153050,37.12,400,400,37.16,100,100,0
20161003T153052,37.13,300,300,37.16,100,100,0
20161003T153053,37.17,300,300,37.2,500,500,0
20161003T153054,37.18,200,200,37.2,100,100,0
20161003T153054,37.18,100,100,37.19,200,200,0
20161003T153054,37.17,100,100,37.17,100,100,0
20161003T153054,37.16,200,200,37.17,400,400,0
20161003T153054,37.16,200,200,37.18,300,300,0
20161003T153054,37.16,300,300,37.22,500,500,0
20161003T153056,37.18,200,200,37.23,100,100,0
20161003T153057,37.18,400,400,37.23,100,100,0
20161003T153058,37.18,400,400,37.24,400,400,0
20161003T153101,37.18,300,300,37.24,400,400,0
20161003T153103,37.18,200,200,37.24,400,400,0
20161003T153105,37.18,300,300,37.24,400,400,0
20161003T153108,37.18,200,200,37.24,400,400,0
20161003T153110,37.14,200,200,37.22,200,200,0
20161003T153111,37.14,200,200,37.21,200,200,0
20161003T153112,37.14,200,200,37.21,300,300,0
20161003T153116,37.14,200,200,37.21,400,400,0
20161003T153117,37.14,200,200,37.18,200,200,0
20161003T153118,37.11,100,100,37.16,200,200,0
20161003T153131,37.09,200,200,37.11,400,400,0
20161003T153133,37.03,100,100,37.08,200,200,0
20161003T153135,37.03,100,100,37.06,400,400,0
20161003T153137,36.98,100,100,37.02,100,100,0
20161003T153140,37.01,200,200,37.07,400,400,0
20161003T153141,37.02,200,200,37.07,500,500,0
20161003T153151,37.02,200,200,37.06,700,700,0
20161003T153157,37.02,300,300,37.06,700,700,0
20161003T153159,37.02,300,300,37.06,400,400,0
20161003T153201,36.96,100,100,37.02,600,600,0
20161003T153203,36.96,100,100,37.02,500,500,0
20161003T153204,36.95,600,600,37.02,600,600,0
20161003T153207,36.95,1300,1300,37.02,500,500,0
20161003T153211,36.95,1300,1300,37.01,300,300,0
20161003T153221,36.95,600,600,37.01,300,300,0
20161003T153223,36.96,300,300,37,700,700,0
20161003T153224,36.96,500,500,37,700,700,0
20161003T153227,36.96,400,400,37,700,700,0
20161003T153230,36.96,500,500,37,700,700,0
20161003T153231,36.96,200,200,37,700,700,0
20161003T153233,36.96,300,300,37,600,600,0
20161003T153234,36.96,400,400,37,600,600,0
20161003T153239,36.96,500,500,37,500,500,0
20161003T153241,36.96,500,500,37,1100,1100,0
20161003T153243,36.96,500,500,37,900,900,0
20161003T153247,36.96,500,500,37,400,400,0
20161003T153250,36.98,300,300,37,400,400,0
20161003T153253,36.97,100,100,36.98,100,100,
20161003T153254,36.97,200,200,36.99,100,100,
20161003T153255,36.96,200,200,36.98,100,100,
20161003T153257,36.97,100,100,36.98,100,100,
20161003T153258,36.96,100,100,36.98,200,200,
20161003T153301,36.96,200,200,36.99,200,200,
20161003T153307,36.95,100,100,36.97,300,300,
20161003T153308,36.94,200,200,36.97,300,300,
20161003T153312,36.93,300,300,36.96,400,400,
20161003T153313,36.86,400,400,36.92,900,900,
20161003T153314,36.86,300,300,36.92,900,900,
20161003T153316,36.86,300,300,36.92,700,700,
20161003T153317,36.86,400,400,36.92,800,800,
20161003T153319,36.86,400,400,36.92,900,900,
20161003T153322,36.86,400,400,36.92,1000,1000,
20161003T153324,36.86,300,300,36.92,1000,1000,
20161003T153327,36.91,100,100,36.94,500,500,
20161003T153329,36.91,200,200,36.93,200,200,
20161003T153331,36.9,200,200,36.93,300,300,
20161003T153332,36.86,500,500,36.93,500,500,
20161003T153337,36.86,500,500,36.93,300,300,
20161003T153349,36.86,500,500,36.93,100,100,
20161003T153351,36.88,500,500,36.93,100,100,
20161003T153355,36.87,300,300,36.91,300,300,
20161003T153357,36.87,300,300,36.91,100,100,
20161003T153358,36.88,200,200,36.91,100,100,
20161003T153359,36.87,200,200,36.9,300,300,
20161003T153403,36.87,100,100,36.9,300,300,
20161003T153411,36.87,200,200,36.9,300,300,
20161003T153412,36.89,100,100,36.9,100,100,
20161003T153413,36.9,200,200,36.93,200,200,
20161003T153415,36.9,200,200,36.93,300,300,
20161003T153417,36.9,400,400,36.93,200,200,
20161003T153417,36.9,100,100,36.92,100,100,
20161003T153420,36.89,200,200,36.91,100,100,
20161003T153422,36.89,300,300,36.92,100,100,
20161003T153423,36.87,200,200,36.87,100,100,
20161003T153423,36.87,500,500,36.91,100,100,
20161003T153426,36.88,500,500,36.92,100,100,
20161003T153430,36.88,500,500,36.93,100,100,
20161003T153435,36.9,300,300,36.94,300,300,
20161003T153437,36.88,200,200,36.94,300,300,
20161003T153440,36.88,300,300,36.94,300,300,
20161003T153441,36.88,300,300,36.93,500,500,
20161003T153455,36.88,400,400,36.93,300,300,
20161003T153500,36.88,300,300,36.93,300,300,
20161003T153501,36.88,300,300,36.92,700,700,
20161003T153503,36.88,200,200,36.92,800,800,
20161003T153509,36.88,300,300,36.92,800,800,
20161003T153513,36.88,100,100,36.91,200,200,
20161003T153514,36.88,100,100,36.9,400,400,
20161003T153515,36.9,100,100,36.92,200,200,
20161003T153517,36.88,300,300,36.92,300,300,
20161003T153518,36.88,200,200,36.92,400,400,
20161003T153524,36.88,200,200,36.91,100,100,
20161003T153525,36.88,200,200,36.92,400,400,
20161003T153535,36.9,300,300,36.95,400,400,
20161003T153537,36.9,200,200,36.95,700,700,
20161003T153539,36.9,200,200,36.95,600,600,
20161003T153542,36.9,300,300,36.95,400,400,
20161003T153544,36.91,200,200,36.95,600,600,
20161003T153547,36.91,300,300,36.95,100,100,
20161003T153548,36.95,500,500,36.97,500,500,
20161003T153553,36.95,500,500,36.97,200,200,
20161003T153605,36.94,100,100,36.97,300,300,
20161003T153607,36.94,300,300,36.97,200,200,
20161003T153608,36.92,500,500,36.97,500,500,
20161003T153609,36.91,200,200,36.94,300,300,
20161003T153611,36.91,100,100,36.94,500,500,
20161003T153612,36.91,200,200,36.94,400,400,
20161003T153615,36.91,500,500,36.94,400,400,
20161003T153616,36.91,500,500,36.94,300,300,
20161003T153618,36.91,500,500,36.94,200,200,
20161003T153622,36.91,500,500,36.94,300,300,
20161003T153624,36.92,500,500,36.95,300,300,
20161003T153626,36.92,300,300,36.95,600,600,
20161003T153627,36.92,400,400,36.95,700,700,
20161003T153629,36.92,400,400,36.95,500,500,
20161003T153630,36.94,200,200,36.96,100,100,
20161003T153636,36.94,100,100,36.96,100,100,
20161003T153640,36.94,300,300,36.96,100,100,
20161003T153646,36.94,100,100,36.96,100,100,
20161003T153647,36.94,200,200,36.96,200,200,
20161003T153650,36.94,300,300,36.96,200,200,
20161003T153651,36.94,300,300,36.96,100,100,
20161003T153653,36.95,100,100,36.96,100,100,
20161003T153654,36.95,300,300,36.97,200,200,
20161003T153657,36.99,200,200,36.99,200,200,
20161003T153657,36.99,700,700,37,100,100,
20161003T153658,36.96,300,300,36.99,500,500,
20161003T153701,36.96,300,300,36.99,200,200,
20161003T153703,36.96,300,300,36.99,300,300,
20161003T153707,36.96,100,100,36.99,300,300,
20161003T153715,36.96,300,300,36.99,300,300,
20161003T153717,36.96,200,200,36.99,400,400,
20161003T153718,36.96,400,400,36.99,400,400,
20161003T153719,36.96,500,500,36.99,400,400,
20161003T153723,36.96,300,300,36.99,400,400,
20161003T153725,36.97,100,100,36.98,300,300,
20161003T153727,36.96,400,400,36.97,100,100,
20161003T153728,36.94,300,300,36.96,100,100,
20161003T153728,36.94,100,100,36.96,300,300,
20161003T153730,36.95,100,100,36.96,100,100,
20161003T153734,36.94,100,100,36.96,500,500,
20161003T153736,36.93,100,100,36.95,300,300,
20161003T153737,36.93,100,100,36.95,400,400,
20161003T153741,36.93,200,200,36.95,400,400,
20161003T153743,36.92,200,200,36.94,600,600,
20161003T153745,36.91,200,200,36.94,600,600,
20161003T153747,36.91,300,300,36.93,600,600,
20161003T153750,36.91,300,300,36.93,500,500,
20161003T153751,36.91,200,200,36.93,500,500,
20161003T153755,36.89,100,100,36.91,300,300,
20161003T153756,36.88,200,200,36.89,300,300,
20161003T153757,36.88,300,300,36.9,300,300,
20161003T153759,36.88,300,300,36.9,400,400,
20161003T153800,36.88,200,200,36.9,400,400,
20161003T153801,36.87,100,100,36.88,100,100,
20161003T153802,36.87,200,200,36.89,300,300,
20161003T153804,36.87,300,300,36.89,300,300,
20161003T153811,36.87,100,100,36.88,100,100,
20161003T153815,36.87,100,100,36.88,700,700,
20161003T153816,36.87,200,200,36.88,100,100,
20161003T153818,36.87,100,100,36.88,300,300,
20161003T153819,36.87,200,200,36.88,300,300,
20161003T153823,36.87,100,100,36.88,200,200,
20161003T153824,36.87,200,200,36.88,200,200,
20161003T153825,36.87,300,300,36.88,200,200,
20161003T153829,36.87,400,400,36.89,400,400,
20161003T153833,36.87,400,400,36.89,300,300,
20161003T153836,36.88,100,100,36.9,300,300,
20161003T153838,36.87,400,400,36.9,400,400,
20161003T153841,36.87,400,400,36.88,100,100,
20161003T153842,36.87,400,400,36.88,200,200,
20161003T153844,36.87,400,400,36.88,400,400,
20161003T153848,36.86,100,100,36.88,500,500,
20161003T153849,36.84,400,400,36.87,400,400,
20161003T153852,36.84,300,300,36.87,400,400,
20161003T153853,36.84,400,400,36.86,200,200,
20161003T153856,36.87,500,500,36.89,100,100,
20161003T153858,36.87,400,400,36.89,100,100,
20161003T153901,36.87,200,200,36.89,100,100,
20161003T153903,36.87,200,200,36.89,300,300,
20161003T153904,36.87,200,200,36.89,200,200,
20161003T153906,36.85,100,100,36.87,100,100,
20161003T153907,36.85,100,100,36.87,200,200,
20161003T153910,36.84,200,200,36.86,200,200,
20161003T153911,36.84,100,100,36.86,200,200,
20161003T153912,36.85,10700,10700,36.87,300,300,
20161003T153915,36.87,5300,5300,36.88,400,400,
20161003T153916,36.88,300,300,36.89,200,200,
20161003T153918,36.84,100,100,36.85,100,100,
20161003T153919,36.82,500,500,36.83,500,500,
20161003T153919,36.81,400,400,36.82,100,100,
20161003T153920,36.8,500,500,36.83,600,600,
20161003T153921,36.8,500,500,36.83,1800,1800,
20161003T153923,36.79,300,300,36.8,200,200,
20161003T153923,36.81,200,200,36.82,400,400,
20161003T153923,36.77,400,400,36.79,200,200,
20161003T153924,36.76,900,900,36.79,200,200,
20161003T153929,36.76,400,400,36.78,200,200,
20161003T153930,36.77,300,300,36.78,100,100,
20161003T153932,36.77,400,400,36.79,200,200,
20161003T153934,36.77,300,300,36.79,200,200,
20161003T153936,36.77,400,400,36.79,500,500,
20161003T153937,36.77,300,300,36.79,500,500,
20161003T153939,36.77,200,200,36.79,400,400,
20161003T153940,36.76,200,200,36.77,100,100,
20161003T153941,36.76,300,300,36.78,200,200,
20161003T153943,36.77,400,400,36.79,200,200,
20161003T153945,36.77,400,400,36.79,100,100,
20161003T153951,36.79,500,500,36.81,200,200,
20161003T153951,36.8,100,100,36.81,300,300,
20161003T153951,36.8,100,100,36.8,100,100,
20161003T153952,36.79,300,300,36.8,100,100,
20161003T153954,36.79,1500,1500,36.81,200,200,
20161003T153955,36.82,100,100,36.84,200,200,
20161003T153955,36.8,600,600,36.84,300,300,
20161003T153956,36.8,700,700,36.84,300,300,
20161003T154001,36.81,300,300,36.83,300,300,
20161003T154002,36.81,500,500,36.83,100,100,
20161003T154003,36.81,500,500,36.83,200,200,
20161003T154008,36.81,400,400,36.83,300,300,
20161003T154009,36.81,200,200,36.83,300,300,
20161003T154013,36.81,300,300,36.83,300,300,
20161003T154015,36.81,200,200,36.83,300,300,
20161003T154019,36.81,200,200,36.83,100,100,
20161003T154024,36.81,200,200,36.83,300,300,
20161003T154027,36.81,300,300,36.83,300,300,
20161003T154036,36.81,600,600,36.83,300,300,
20161003T154039,36.81,300,300,36.83,200,200,
20161003T154041,36.82,800,800,36.85,300,300,
20161003T154043,36.82,800,800,36.85,100,100,
20161003T154046,36.83,600,600,36.85,100,100,
20161003T154047,36.83,700,700,36.85,100,100,
20161003T154048,36.83,800,800,36.85,100,100,
20161003T154049,36.86,500,500,36.88,300,300,
20161003T154050,36.86,100,100,36.87,200,200,
20161003T154053,36.86,200,200,36.88,500,500,
20161003T154054,36.86,400,400,36.88,300,300,
20161003T154056,36.86,300,300,36.88,300,300,
20161003T154100,36.84,400,400,36.86,300,300,
20161003T154100,36.84,300,300,36.86,300,300,
20161003T154101,36.84,400,400,36.86,100,100,
20161003T154103,36.84,200,200,36.86,400,400,
20161003T154104,36.84,400,400,36.86,200,200,
20161003T154105,36.84,500,500,36.86,100,100,
20161003T154112,36.84,500,500,36.86,300,300,
20161003T154113,36.84,300,300,36.86,500,500,
20161003T154115,36.84,200,200,36.86,500,500,
20161003T154118,36.84,300,300,36.86,500,500,
20161003T154120,36.84,400,400,36.86,400,400,
20161003T154122,36.84,200,200,36.86,400,400,
20161003T154123,36.84,100,100,36.85,300,300,
20161003T154126,36.84,100,100,36.85,100,100,
20161003T154127,36.83,100,100,36.84,200,200,
20161003T154128,36.81,400,400,36.83,100,100,
20161003T154130,36.81,500,500,36.83,100,100,
20161003T154131,36.81,400,400,36.83,200,200,
20161003T154133,36.81,600,600,36.83,200,200,
20161003T154134,36.81,400,400,36.83,200,200,
20161003T154137,36.81,400,400,36.84,600,600,
20161003T154139,36.82,800,800,36.85,400,400,
20161003T154142,36.82,400,400,36.85,900,900,
20161003T154143,36.82,700,700,36.85,900,900,
20161003T154151,36.82,500,500,36.85,600,600,
20161003T154152,36.83,200,200,36.85,300,300,
20161003T154156,36.85,300,300,36.88,400,400,
20161003T154157,36.85,200,200,36.88,600,600,
20161003T154158,36.85,200,200,36.88,500,500,
20161003T154200,36.85,200,200,36.88,600,600,
20161003T154201,36.85,200,200,36.88,400,400,
20161003T154206,36.85,400,400,36.88,400,400,
20161003T154208,36.85,300,300,36.88,400,400,
20161003T154219,36.89,200,200,36.89,200,200,
20161003T154220,36.88,200,200,36.9,500,500,
20161003T154221,36.88,200,200,36.9,600,600,
20161003T154225,36.88,200,200,36.9,500,500,
20161003T154226,36.88,200,200,36.9,400,400,
20161003T154230,36.88,200,200,36.9,300,300,
20161003T154235,36.88,200,200,36.9,200,200,
20161003T154238,36.88,500,500,36.92,500,500,
20161003T154239,36.88,500,500,36.92,400,400,
20161003T154252,36.88,500,500,36.92,300,300,
20161003T154253,36.88,500,500,36.92,400,400,
20161003T154257,36.88,200,200,36.91,400,400,
20161003T154258,36.88,200,200,36.91,700,700,
20161003T154300,36.87,100,100,36.89,100,100,
20161003T154301,36.87,100,100,36.89,500,500,
20161003T154302,36.87,200,200,36.89,500,500,
20161003T154304,36.87,200,200,36.89,400,400,
20161003T154307,36.87,200,200,36.89,200,200,
20161003T154309,36.87,200,200,36.89,100,100,
20161003T154311,36.87,200,200,36.89,200,200,
20161003T154312,36.88,100,100,36.89,100,100,
20161003T154312,36.9,200,200,36.91,100,100,
20161003T154312,36.88,200,200,36.9,500,500,
20161003T154313,36.88,300,300,36.9,100,100,
20161003T154315,36.88,400,400,36.9,100,100,
20161003T154316,36.88,700,700,36.91,300,300,
20161003T154317,36.88,700,700,36.91,200,200,
20161003T154318,36.89,600,600,36.91,100,100,
20161003T154320,36.9,400,400,36.92,100,100,
20161003T154322,36.92,100,100,36.95,500,500,
20161003T154323,36.91,300,300,36.94,400,400,
20161003T154324,36.91,600,600,36.94,100,100,
20161003T154326,36.92,300,300,36.94,100,100,
20161003T154327,36.92,600,600,36.94,200,200,
20161003T154328,36.92,500,500,36.94,200,200,
20161003T154329,36.92,500,500,36.94,100,100,
20161003T154335,36.92,400,400,36.94,300,300,
20161003T154336,36.92,400,400,36.94,200,200,
20161003T154342,36.92,300,300,36.94,200,200,
20161003T154349,36.92,300,300,36.94,300,300,
20161003T154350,36.9,100,100,36.92,600,600,
20161003T154351,36.88,100,100,36.89,200,200,
20161003T154353,36.88,100,100,36.9,300,300,
20161003T154354,36.88,100,100,36.89,200,200,
20161003T154355,36.88,100,100,36.89,300,300,
20161003T154358,36.87,200,200,36.89,600,600,
20161003T154400,36.86,100,100,36.87,400,400,
20161003T154401,36.86,100,100,36.87,700,700,
20161003T154403,36.85,100,100,36.86,200,200,
20161003T154404,36.84,100,100,36.85,100,100,
20161003T154405,36.84,100,100,36.85,200,200,
20161003T154408,36.84,100,100,36.85,300,300,
20161003T154409,36.83,100,100,36.85,600,600,
20161003T154412,36.83,100,100,36.85,700,700,
20161003T154413,36.82,300,300,36.85,900,900,
20161003T154414,36.81,500,500,36.83,200,200,
20161003T154416,36.81,500,500,36.83,600,600,
20161003T154417,36.81,500,500,36.83,400,400,
20161003T154421,36.81,500,500,36.82,200,200,
20161003T154422,36.81,500,500,36.82,100,100,
20161003T154430,36.81,500,500,36.83,500,500,
20161003T154434,36.81,500,500,36.82,600,600,
20161003T154440,36.81,500,500,36.82,500,500,
20161003T154445,36.77,200,200,36.78,100,100,
20161003T154446,36.76,500,500,36.77,100,100,
20161003T154446,36.77,200,200,36.78,100,100,
20161003T154450,36.76,200,200,36.78,300,300,
20161003T154452,36.76,200,200,36.78,200,200,
20161003T154454,36.76,300,300,36.78,300,300,
20161003T154455,36.76,400,400,36.78,100,100,
20161003T154455,36.76,200,200,36.79,500,500,
20161003T154501,36.76,100,100,36.78,300,300,
20161003T154502,36.76,200,200,36.78,200,200,
20161003T154506,36.76,100,100,36.78,200,200,
20161003T154509,36.76,200,200,36.78,200,200,
20161003T154510,36.78,200,200,36.78,100,100,
20161003T154510,36.77,800,800,36.8,600,600,
20161003T154512,36.77,800,800,36.8,500,500,
20161003T154516,36.77,800,800,36.8,600,600,
20161003T154519,36.77,800,800,36.8,500,500,
20161003T154524,36.8,100,100,36.8,200,200,
20161003T154525,36.8,200,200,36.82,300,300,
20161003T154528,36.8,400,400,36.82,500,500,
20161003T154529,36.8,300,300,36.82,300,300,
20161003T154531,36.8,200,200,36.82,400,400,
20161003T154533,36.8,300,300,36.82,200,200,
20161003T154537,36.78,100,100,36.81,600,600,
20161003T154539,36.78,100,100,36.79,200,200,
20161003T154540,36.78,100,100,36.79,100,100,
20161003T154541,36.77,500,500,36.79,200,200,
20161003T154544,36.77,500,500,36.79,400,400,
20161003T154546,36.77,900,900,36.79,100,100,
20161003T154547,36.78,100,100,36.79,100,100,
20161003T154547,36.79,200,200,36.8,100,100,
20161003T154548,36.79,200,200,36.8,200,200,
20161003T154549,36.79,200,200,36.81,200,200,
20161003T154552,36.8,400,400,36.82,500,500,
20161003T154554,36.8,200,200,36.82,400,400,
20161003T154556,36.81,200,200,36.83,200,200,
20161003T154558,36.81,500,500,36.83,100,100,
20161003T154605,36.81,200,200,36.83,300,300,
20161003T154607,36.81,300,300,36.83,200,200,
20161003T154608,36.82,100,100,36.83,100,100,
20161003T154611,36.82,200,200,36.83,100,100,
20161003T154612,36.82,500,500,36.83,100,100,
20161003T154617,36.81,100,100,36.82,200,200,
20161003T154619,36.81,100,100,36.82,100,100,
20161003T154621,36.81,100,100,36.82,200,200,
20161003T154622,36.81,100,100,36.82,100,100,
20161003T154625,36.79,200,200,36.81,700,700,
20161003T154631,36.79,200,200,36.81,800,800,
20161003T154633,36.77,400,400,36.79,300,300,
20161003T154634,36.77,500,500,36.79,300,300,
20161003T154641,36.77,600,600,36.79,300,300,
20161003T154648,36.77,600,600,36.79,600,600,
20161003T154701,36.78,200,200,36.79,200,200,
20161003T154703,36.77,1000,1000,36.79,200,200,
20161003T154704,36.77,1000,1000,36.79,300,300,
20161003T154705,36.77,600,600,36.78,300,300,
20161003T154706,36.77,700,700,36.78,200,200,
20161003T154711,36.77,600,600,36.78,200,200,
20161003T154713,36.77,600,600,36.78,500,500,
20161003T154714,36.73,300,300,36.75,700,700,
20161003T154716,36.73,200,200,36.74,300,300,
20161003T154717,36.73,200,200,36.74,400,400,
20161003T154718,36.73,100,100,36.74,700,700,
20161003T154720,36.73,100,100,36.74,500,500,
20161003T154722,36.72,300,300,36.73,200,200,
20161003T154727,36.69,1100,1100,36.71,200,200,
20161003T154728,36.69,1100,1100,36.71,700,700,
20161003T154729,36.72,500,500,36.74,400,400,
20161003T154732,36.72,400,400,36.74,400,400,
20161003T154734,36.72,200,200,36.74,400,400,
20161003T154736,36.72,600,600,36.74,300,300,
20161003T154737,36.72,600,600,36.74,500,500,
20161003T154739,36.72,500,500,36.74,400,400,
20161003T154740,36.72,400,400,36.74,400,400,
20161003T154741,36.72,600,600,36.73,100,100,
20161003T154742,36.72,500,500,36.74,600,600,
20161003T154747,36.72,200,200,36.73,300,300,
20161003T154748,36.71,400,400,36.72,200,200,
20161003T154750,36.71,400,400,36.72,400,400,
20161003T154751,36.72,200,200,36.74,500,500,
20161003T154753,36.71,1000,1000,36.73,200,200,
20161003T154755,36.71,700,700,36.73,400,400,
20161003T154757,36.71,300,300,36.72,500,500,
20161003T154758,36.71,400,400,36.72,400,400,
20161003T154801,36.71,300,300,36.72,400,400,
20161003T154803,36.71,700,700,36.72,100,100,
20161003T154812,36.72,200,200,36.73,400,400,
20161003T154813,36.72,100,100,36.73,400,400,
20161003T154815,36.72,200,200,36.73,400,400,
20161003T154820,36.73,500,500,36.74,300,300,
20161003T154823,36.73,400,400,36.74,300,300,
20161003T154824,36.71,300,300,36.72,300,300,
20161003T154825,36.71,300,300,36.72,500,500,
20161003T154826,36.69,1100,1100,36.71,700,700,
20161003T154829,36.68,1300,1300,36.69,300,300,
20161003T154831,36.68,1300,1300,36.69,200,200,
20161003T154833,36.68,1200,1200,36.69,200,200,
20161003T154837,36.68,1100,1100,36.69,300,300,
20161003T154838,36.68,800,800,36.69,400,400,
20161003T154840,36.66,500,500,36.68,500,500,
20161003T154841,36.66,300,300,36.68,400,400,
20161003T154843,36.67,300,300,36.68,300,300,
20161003T154845,36.68,200,200,36.69,300,300,
20161003T154850,36.68,400,400,36.69,300,300,
20161003T154852,36.69,300,300,36.7,200,200,
20161003T154853,36.69,200,200,36.7,200,200,
20161003T154855,36.69,100,100,36.7,700,700,
20161003T154857,36.69,200,200,36.7,200,200,
20161003T154859,36.69,100,100,36.7,400,400,
20161003T154900,36.69,200,200,36.7,400,400,
20161003T154901,36.69,300,300,36.7,400,400,
20161003T154905,36.68,600,600,36.69,100,100,
20161003T154911,36.68,100,100,36.68,100,100,
20161003T154912,36.68,100,100,36.69,400,400,
20161003T154913,36.68,100,100,36.69,300,300,
20161003T154916,36.66,400,400,36.67,400,400,
20161003T154917,36.65,200,200,36.66,500,500,
20161003T154919,36.62,800,800,36.64,300,300,
20161003T154920,36.63,300,300,36.64,200,200,
20161003T154922,36.63,200,200,36.64,300,300,
20161003T154923,36.64,300,300,36.64,300,300,
20161003T154924,36.66,100,100,36.67,200,200,
20161003T154925,36.66,600,600,36.68,500,500,
20161003T154929,36.67,100,100,36.68,300,300,
20161003T154935,36.66,600,600,36.68,400,400,
20161003T154936,36.65,500,500,36.67,100,100,
20161003T154937,36.65,600,600,36.67,100,100,
20161003T154939,36.65,100,100,36.66,200,200,
20161003T154940,36.65,100,100,36.66,500,500,
20161003T154941,36.65,100,100,36.66,600,600,
20161003T154944,36.65,200,200,36.66,300,300,
20161003T154947,36.63,200,200,36.64,600,600,
20161003T154950,36.63,200,200,36.64,200,200,
20161003T154953,36.63,500,500,36.64,200,200,
20161003T154954,36.61,400,400,36.62,100,100,
20161003T154955,36.61,800,800,36.63,200,200,
20161003T154958,36.61,700,700,36.63,200,200,
20161003T155006,36.64,100,100,36.65,200,200,
20161003T155009,36.64,100,100,36.65,400,400,
20161003T155011,36.63,300,300,36.64,500,500,
20161003T155012,36.63,300,300,36.64,200,200,
20161003T155013,36.63,400,400,36.64,100,100,
20161003T155015,36.63,300,300,36.64,200,200,
20161003T155019,36.63,300,300,36.64,400,400,
20161003T155020,36.63,300,300,36.64,500,500,
20161003T155022,36.63,300,300,36.64,600,600,
20161003T155023,36.63,400,400,36.64,200,200,
20161003T155024,36.63,500,500,36.64,200,200,
20161003T155025,36.63,400,400,36.64,500,500,
20161003T155026,36.63,400,400,36.64,400,400,
20161003T155029,36.63,300,300,36.64,300,300,
20161003T155030,36.63,300,300,36.64,200,200,
20161003T155031,36.61,700,700,36.62,100,100,
20161003T155032,36.61,600,600,36.62,200,200,
20161003T155034,36.61,100,100,36.62,900,900,
20161003T155035,36.6,300,300,36.61,200,200,
20161003T155036,36.6,200,200,36.61,500,500,
20161003T155038,36.6,200,200,36.61,400,400,
20161003T155040,36.59,400,400,36.6,200,200,
20161003T155041,36.58,400,400,36.59,100,100,
20161003T155042,36.58,300,300,36.59,500,500,
20161003T155047,36.58,300,300,36.59,600,600,
20161003T155052,36.58,300,300,36.59,400,400,
20161003T155059,36.59,500,500,36.59,100,100,
20161003T155100,36.58,500,500,36.59,400,400,
20161003T155101,36.58,500,500,36.59,100,100,
20161003T155104,36.59,400,400,36.6,200,200,
20161003T155105,36.6,400,400,36.61,100,100,
20161003T155106,36.6,400,400,36.61,200,200,
